"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"971",8503,10051920,0,"53","Female","",1988,"Nursing","Sociology","","","School Nurse, Center School","","","Willington","CT","Willington, CT",1,-72.2600655,41.8809434
"972",8504,1463974,0,"36","Female","",2014,"Nursing","","","","School Nurse, Upper School","","Healthcare/Medical Services","Lynn","MA","Lynn, MA",1,-70.9494938,42.466763
"973",8861,1431208,0,"38","Female","",2012,"Nursing","","","","Senior Research Nurse","","Healthcare/Medical Services","Wakefield","MA","Wakefield, MA",1,-71.0723391,42.5039395
"974",8881,10008817,0,"","Female","",1978,"Nursing","","","","Senior Staff Nurse","","","Andover","MA","Andover, MA",1,-71.1367953,42.6583356
"975",8887,236461,0,"44","Female","White",1996,"Nursing","","","","Senior Staff Registered Nurse","","","Hanover","MA","Hanover, MA",1,-70.8476708,42.1162217
"976",8979,1477769,0,"24","Female","White",2016,"Nursing","","","","SICU Registered Nurse","Nurse","Healthcare/Medical Services","Lynn","MA","Lynn, MA",1,-70.9494938,42.466763
"977",8980,1043345,0,"33","Female","White",2009,"Nursing","","","","SICU RN","Nurse","Healthcare/Medical Services","Santa Barbara","CA","Santa Barbara, CA",1,-119.6981901,34.4208305
"978",9279,210498,0,"59","Female","White",1994,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"979",9280,276456,0,"45","Female","White",1997,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Wellesley","MA","Wellesley, MA",1,-71.2923877,42.296797
"980",9281,229022,0,"44","Female","White",2001,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Littleton","MA","Littleton, MA",1,-71.5128022,42.5372893
"981",9282,807630,0,"55","Female","White",2007,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"982",9283,1038983,0,"34","Female","White",2007,"Nursing","","","","Staff Nurse","Nurse","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"983",9284,1333122,0,"47","Female","White",2012,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Las Vegas","NV","Las Vegas, NV",1,-115.1398296,36.1699412
"984",9285,1399343,0,"35","Female","White",2012,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"985",9286,1286252,0,"28","Female","",2013,"Nursing","","","","Staff Nurse","Nurse","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"986",9287,1341744,0,"28","Female","",2013,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Weston","MA","Weston, MA",1,-71.3031132,42.3667625
"987",9288,1445307,0,"32","Female","White",2013,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Chapel Hill","NC","Chapel Hill, NC",1,-79.0558445,35.9131996
"988",9289,948920,0,"31","Female","Latino/a or Hispanic",2014,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"989",9290,1438279,0,"34","Female","Unknown/International",2014,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Chelsea","MA","Chelsea, MA",1,-71.0328284,42.3917638
"990",9291,1470669,0,"32","Female","White",2014,"Nursing","","","","Staff Nurse","","Healthcare/Medical Services","Bridgewater","MA","Bridgewater, MA",1,-70.9750541,41.9903519
"991",9292,1671996,0,"42","Female","",2017,"Nursing","","","","Staff Nurse","Nurse","Healthcare/Medical Services","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"992",9293,10016623,0,"45","Female","",1960,"Nursing","","","","Staff Nurse","","","Ludlow","VT","Ludlow, VT",1,-72.7006091,43.3958728
"993",9294,10025696,0,"47","Female","",1965,"Education","","","","Staff Nurse","","","Walpole","MA","Walpole, MA",1,-71.2495096,42.1417442
"994",9295,10042849,0,"47","Female","",1966,"Nursing","","","","Staff Nurse","","","Hull","MA","Hull, MA",1,-70.9078346,42.3020647
"995",9296,10018869,0,"47","Female","White",1967,"Home Economics","","","","Staff Nurse","","","Pembroke","MA","Pembroke, MA",1,-70.8092,42.0714925
"996",9297,10003623,0,"65","Female","",1975,"Nursing","","","","Staff Nurse","","","Topsfield","MA","Topsfield, MA",1,-70.9495053,42.6375941
"997",9298,10022337,0,"64","Female","",1976,"Nursing","","","","Staff Nurse","","","Greenland","NH","Greenland, NH",1,-70.8328322,43.0361995
"998",9299,10034032,0,"64","Female","White",1977,"Nursing","","","","Staff Nurse","","","Holliston","MA","Holliston, MA",1,-71.4245049,42.2000966
"999",9300,10057753,0,"","Female","",1979,"Human Services","","","","Staff Nurse","","","East Falmouth","MA","East Falmouth, MA",1,-70.5586401,41.5784425
"1000",9301,10057534,0,"60","Female","",1980,"Nursing","","","","Staff Nurse","","","Brockton","MA","Brockton, MA",1,-71.0183787,42.0834335
"1001",9302,10046889,0,"59","Female","",1981,"Nursing","","","","Staff Nurse","","","Leland","NC","Leland, NC",1,-78.0447143,34.2562805
"1002",9303,10048516,0,"60","Female","",1981,"Nursing","","","","Staff Nurse","","","Burlington","MA","Burlington, MA",1,-71.1956205,42.5047161
"1003",9304,10049497,0,"59","Female","White",1983,"Nursing","","","","Staff Nurse","","","Milford","MA","Milford, MA",1,-71.5163049,42.1398577
"1004",9305,10049503,0,"57","Female","White",1983,"Nursing","","","","Staff Nurse","","","Arlington","MA","Arlington, MA",1,-71.1564729,42.4153925
"1005",9306,10055065,0,"56","Female","",1984,"Nursing","","","","Staff Nurse","","","Hopkinton","MA","Hopkinton, MA",1,-71.5225646,42.2286954
"1006",9307,10050651,0,"55","Female","",1985,"Nursing","","","","Staff Nurse","","","Peabody","MA","Peabody, MA",1,-70.9286609,42.5278731
"1007",9308,10051148,0,"56","Female","",1985,"Nursing","","","","Staff Nurse","","","Milford","MA","Milford, MA",1,-71.5163049,42.1398577
"1008",9309,10049504,0,"70","Female","",1986,"Nursing","","","","Staff Nurse","","","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"1009",9310,10051950,0,"55","Female","",1986,"Nursing","","","","Staff Nurse","","","Shelton","CT","Shelton, CT",1,-73.0931641,41.3164856
"1010",9311,10054065,0,"54","Female","",1986,"Nursing","","","","Staff Nurse","","","River Edge","NJ","River Edge, NJ",1,-74.0398622,40.9287098
"1011",9312,10052083,0,"54","Female","",1987,"Nursing","","","","Staff Nurse","","","Old Lyme","CT","Old Lyme, CT",1,-72.3289715,41.3159315
"1012",9313,10009087,0,"52","Female","",1988,"Nursing","","","","Staff Nurse","","","Sanbornton","NH","Sanbornton, NH",1,-71.5822837,43.4897584
"1013",9314,10075676,0,"","Female","Black or African American",1988,"Nursing","","","","Staff Nurse","","","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"1014",9315,98483,0,"63","Female","White",1989,"Nursing","","","","Staff Nurse","","","Rutland","VT","Rutland, VT",1,-72.9726065,43.6106237
"1015",9316,41964,0,"48","Female","White",1992,"Nursing","","","","Staff Nurse","","","Stoneham","MA","Stoneham, MA",1,-71.0999719,42.4802469
"1016",9317,128950,0,"47","Female","White",1993,"Nursing","","","","Staff Nurse","","","Oak Harbor","OH","Oak Harbor, OH",1,-83.1465875,41.5067173
"1017",9318,226184,0,"70","Female","White",1995,"Nursing","","","","Staff Nurse","","","Webster","TX","Webster, TX",1,-95.1182645,29.5377315
"1018",9319,229325,0,"44","Female","",1996,"Nursing","","","","Staff Nurse","","","Watsonville","CA","Watsonville, CA",1,-121.7568946,36.910231
"1019",9320,267371,0,"44","Female","Asian",1997,"Nursing","","","","Staff Nurse","","","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"1020",9321,251659,0,"42","Female","White",1998,"Nursing","","","","Staff Nurse","","","Clinton","MA","Clinton, MA",1,-71.6829081,42.4167635
"1021",9322,355531,0,"60","Female","",1998,"Nursing","","","","Staff Nurse","","","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"1022",9323,373199,0,"50","Female","",1999,"Nursing","","","","Staff Nurse","","","Holliston","MA","Holliston, MA",1,-71.4245049,42.2000966
"1023",9324,429759,0,"51","Female","White",2001,"Nursing","","","","Staff Nurse","","","Kirkwood","MO","Kirkwood, MO",1,-90.406785,38.5833862
"1024",9325,690677,0,"40","Female","White",2005,"Nursing","","","","Staff Nurse","","","Norwood","VT","Norwood, VT",1,-71.1989695,42.1943909
"1025",9326,10049976,0,"57","Female","",1983,"Nursing","","","","Staff Nurse - Emergency Room","","","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"1026",9327,10050615,0,"51","Female","White",1989,"Nursing","","","","Staff Nurse - NICU","","","Wrentham","MA","Wrentham, MA",1,-71.3281114,42.0667652
"1027",9328,993620,0,"31","Female","White",2010,"Biopsychology","","","","Staff Nurse - SICU","Nurse","Healthcare/Medical Services","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"1028",9329,10049697,0,"54","Female","",1986,"Nursing","","","","Staff Nurse (RN)","","","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"1029",9330,589813,0,"34","Female","White",2006,"Nursing","","Psychology","","Staff Nurse 1","Nurse","Healthcare/Medical Services","Deerfield","NH","Deerfield, NH",1,-71.2164524,43.146194
"1030",9331,10052634,0,"51","Female","White",1989,"Nursing","","","","Staff Nurse for Infant-Toddler Medecine","","","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"1031",9332,927616,0,"32","Female","White",2014,"Nursing","","","","Staff Nurse I","","Healthcare/Medical Services","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"1032",9333,1463280,0,"27","Female","Unknown/International",2014,"Nursing","","","","Staff Nurse I","","Healthcare/Medical Services","Reading","MA","Reading, MA",1,-71.0952891,42.5256563
"1033",9334,10047076,0,"57","Female","",1984,"Nursing","","","","Staff Nurse in Critical Care","","","Sullivans Island","SC","Sullivans Island, SC",1,-79.8367511,32.7632323
"1034",9335,10005733,0,"","Female","",1979,"Nursing","","","","Staff Nurse Registered Nurse","","","Chicago","IL","Chicago, IL",1,-87.6297982,41.8781136
"1035",9336,1411425,0,"49","Female","White",2012,"Nursing","","","","Staff Nurse, BSN","","Healthcare/Medical Services","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"1036",9337,10014434,0,"62","Female","",1978,"Nursing","","","","Staff Nurse, Clinical III","","","Lynnfield","MA","Lynnfield, MA",1,-71.0465638,42.53869
"1037",9338,1454648,0,"29","Female","",2013,"Nursing","","","","Staff Nurse, Infant/Cardiology","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"1038",9339,100433,0,"67","Female","White",1988,"English","Women's Studies","","","Staff Nurse, New England Baptist SurgiCenter","","","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"1039",9340,198692,0,"59","Female","White",1993,"Nursing","","","","Staff Nurse, Operating Room","","Healthcare/Medical Services","East Arlington","MA","East Arlington, MA",1,-71.1467203,42.404263
"1040",9341,100322,0,"56","Female","White",1988,"Nursing","","","","Staff Nurse/Charge Nurse","","","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"1041",9376,10033129,0,"61","Female","",1979,"Nursing","","","","Staff Registered Nurse","","Healthcare/Medical Services","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"1042",9377,10049333,0,"55","Female","",1985,"Nursing","","","","Staff Registered Nurse","Nurse","Healthcare/Medical Services","Marshfield","MA","Marshfield, MA",1,-70.7055871,42.0917453
"1043",9378,639120,0,"60","Female","White",2006,"Nursing","","","","Staff Registered Nurse","Nurse","Healthcare/Medical Services","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"1044",9379,1173239,0,"30","Female","White",2011,"Nursing","","","","Staff Registered Nurse","","Healthcare/Medical Services","Westminster","MA","Westminster, MA",1,-71.9106308,42.5459227
"1045",9380,1255722,0,"30","Female","Asian",2011,"Exercise Science","","East Asian Studies","","Staff Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"1046",9381,1410850,0,"28","Female","American Indian or Alaskan Native",2012,"Biology","","","","Staff Registered Nurse","","Healthcare/Medical Services","Longmeadow","MA","Longmeadow, MA",1,-72.5828642,42.0501022
"1047",9382,1344266,0,"27","Female","",2013,"Nursing","","Psychology","","Staff Registered Nurse","","Healthcare/Medical Services","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"1048",9383,1401700,0,"28","Female","",2013,"Exercise Science","","Nutrition","","Staff Registered Nurse","","Healthcare/Medical Services","Holliston","MA","Holliston, MA",1,-71.4245049,42.2000966
"1049",9384,1471311,0,"31","Female","",2014,"Nursing","","","","Staff Registered Nurse","","Healthcare/Medical Services","Hilliard","OH","Hilliard, OH",1,-83.1582451,40.0333961
"1050",9385,10049801,0,"58","Female","",1982,"Nursing","","","","Staff Registered Nurse","","","Oak Lawn","IL","Oak Lawn, IL",1,-87.7479528,41.719978
"1051",9463,1472569,0,"24","Female","White",2016,"Nursing","","","","Student Nurse - Senior Practicum (Pediatrics)","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"1052",9464,1326887,0,"29","Female","White",2012,"Nursing","","","","Student Nurse Intern","","Healthcare/Medical Services","Worcester","MA","Worcester, MA",1,-71.8022934,42.2625932
"1053",9465,1461955,0,"25","Female","White",2015,"Nursing","","","","Student Nurse Technician","","Healthcare/Medical Services","Chestnut Hill","MA","Chestnut Hill, MA",1,-88.2512042,42.9733581
"1054",9490,10037748,0,"","Female","",1977,"Nursing","","","","Substitute School Nurse","","","Salem","NH","Salem, NH",1,-71.2008912,42.7885553
"1055",9547,1474064,0,"24","Female","White",2016,"Nursing","","Psychology","","Surgical ICU Nurse","","Healthcare/Medical Services","Shrewsbury","MA","Shrewsbury, MA",1,-71.7128471,42.2959267
"1056",9548,1316896,0,"30","Female","White",2012,"Nursing","","","","Surgical Nurse","","Healthcare/Medical Services","Millis","MA","Millis, MA",1,-71.351738,42.1669661
"1057",9549,1476668,0,"25","Female","White",2016,"Biology","","Chemistry","","Surgical Nurse, Clinical Nurse","","Animal Care","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"1058",9924,271115,0,"44","Female","White",1997,"Nursing","","","","Thoracic Oncology Research Nurse","","Healthcare/Medical Services","Wakefield","MA","Wakefield, MA",1,-71.0723391,42.5039395
"1059",9949,10006268,0,"","Female","",1975,"Nursing","","","","Transfer Coordinator, Nurse","","","San Francisco","CA","San Francisco, CA",1,-122.4194155,37.7749295
"1060",9958,402251,0,"40","Female","White",2001,"Nursing","","","","Transplant Nurse Practitioner","","Education - Higher","Ellicott City","MD","Ellicott City, MD",1,-76.7983067,39.2673283
"1061",10023,1130687,0,"36","Female","White",2009,"Nursing","","","","VAD Coordinator, Clinical Nurse III","","Healthcare/Medical Services","Wayne","PA","Wayne, PA",1,-75.3698895,40.0415996
"1062",10025,1276264,0,"38","Female","White",2010,"Nursing","","","","Vascular Access Nurse","","Healthcare/Medical Services","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"1063",10200,10005149,0,"67","Female","",1973,"Nursing","","","","Visiting Nurse","","","Lawrence","MA","Lawrence, MA",1,-71.1631137,42.7070354
"1064",10201,10024867,0,"67","Female","",1973,"Nursing","","","","Visiting Nurse","","","Danvers","MA","Danvers, MA",1,-70.932122,42.5750009
"1065",10202,10003207,0,"65","Female","",1976,"Nursing","","","","Visiting Nurse","","","Hanover","MA","Hanover, MA",1,-70.8476708,42.1162217
"1066",10203,10050448,0,"60","Female","",1980,"Physical Therapy","","","","Visiting Nurse","","","Seabrook","NH","Seabrook, NH",1,-70.8655074,42.8909615
"1067",10204,206749,0,"46","Female","Latino/a or Hispanic",1995,"Nursing","","","","Visiting Nurse","","","Peabody","MA","Peabody, MA",1,-70.9286609,42.5278731
"1068",10231,1184211,0,"29","Female","White",2011,"Nursing","","Psychology","","Volunteer Nurse","","Healthcare/Medical Services","East Granby","CT","East Granby, CT",1,-72.7273158,41.9412081
"1069",10317,1320760,0,"28","Female","White",2012,"Nursing","","","","Women's Health Registered Nurse","","Healthcare/Medical Services","Newmarket","NH","Newmarket, NH",1,-70.9350382,43.0828551
"1070",11156,1030945,0,"51","Female","Asian",2007,"Nursing","","","","","Nurse","Healthcare/Medical Services","Braintree","MA","Braintree, MA",1,-71.0040013,42.2079017
"1071",11217,1147259,0,"30","Female","White",2010,"Nursing","","","","","Nurse","Healthcare/Medical Services","Worcester","MA","Worcester, MA",1,-71.8022934,42.2625932
"1072",11219,16185,0,"50","Female","White",2011,"Nursing","","","","","Nurse","Healthcare/Medical Services","Ipswich","MA","Ipswich, MA",1,-70.8411558,42.6791832
